week_day,hour,rout_count,temperature,visibility,humidity,distance
1,17,59,282,10000,45,801.7965444
5,8,41,277,1200,100,278.2234199
1,12,24,283,9000,57,641.8448771
1,15,63,286,10000,47,375.4887022
5,11,59,277,10000,86,3.443940681
3,12,18,283,10000,29,444.7662377
1,10,18,279,9000,81,55.26123269
4,10,47,274,10000,74,316.9352042
2,13,20,277,10000,64,1647.176828
2,19,128,278,10000,48,1173.124606
2,10,46,277,10000,92,337.4906181
2,14,41,283,10000,25,6.341507359
5,17,26,288,10000,19,920.3765485
5,15,12,279,10000,81,408.3353126
1,8,22,276,10000,86,78.43126626
4,13,31,277,10000,88,553.2294194
2,15,12,277,10000,80,299.015009
5,19,41,282,10000,66,264.9878688
5,13,41,287,10000,22,106.5339448
4,11,18,282,10000,34,3.274923793
2,10,26,277,10000,92,353.579976
4,8,22,275,10000,51,142.5163179
3,15,128,279,10000,48,269.9185493
2,17,18,274,10000,99,1592.54765
5,19,28,287,10000,20,200.6152896
1,17,11,278,10000,60,433.460827
5,16,48,278,10000,44,149.3263131
1,14,41,281,10000,31,196.1510524
1,18,20,278,10000,68,1995.762343
2,18,47,277,10000,69,2946.002021
2,19,12,274,10000,93,2405.082502
3,16,24,277,10000,55,932.2648395
4,7,48,274,10000,83,17.64596683
1,14,24,285,10000,54,154.6099661
1,11,47,277,10000,93,3.388538558
2,13,18,277,10000,64,1602.565432
3,7,47,274,10000,86,152.4066389
3,18,48,277,10000,69,33.30876329
2,19,48,277,10000,69,182.7929796
3,17,41,277,10000,64,320.2382204
5,16,41,288,10000,21,516.6828279
2,8,48,274,10000,74,392.0128602
2,13,28,282,10000,31,411.2280755
2,11,28,279,10000,41,81.04572509
5,17,31,277,10000,44,1356.039954
3,18,47,286,10000,24,4005.096396
1,10,47,277,10000,93,49.39482732
2,12,31,281,10000,36,14.48751218
5,13,59,283,10000,76,1339.260047
4,19,95,279,10000,70,397.1380335
2,19,12,274,10000,93,742.9350799
2,12,47,281,10000,36,79.05824933
2,11,41,275,10000,74,759.4937229
5,13,48,276,10000,47,416.9027161
3,15,28,277,10000,60,8.496576576
4,9,47,275,10000,93,2347.719025
4,11,63,276,10000,100,862.899867
5,9,11,276,8000,86,236.287358
1,8,24,275,8000,93,113.1378643
2,15,41,277,10000,80,792.5122258
1,15,41,282,10000,26,29.25886785
2,14,18,283,10000,25,161.3762962
1,10,41,276,10000,82,253.4486923
4,17,59,277,10000,51,827.2239586
2,16,12,273,4200,99,1072.172517
3,18,41,280,10000,48,201.1266072
4,16,48,287,10000,22,12.79374225
4,16,63,279,10000,71,802.0889221
4,16,41,287,10000,22,167.4287269
3,7,41,274,10000,86,15.86328775
2,19,95,277,10000,69,729.1590404
4,12,46,284,10000,27,1069.380203
3,11,48,282,10000,29,26.70923245
2,17,46,278,10000,77,1726.158488
4,19,47,279,10000,70,11.71633894
5,15,12,277,10000,44,207.9640208
3,17,46,280,10000,45,1707.98007
4,15,48,286,10000,22,44.09711378
3,18,41,277,10000,69,1716.925299
1,16,22,285,10000,46,167.3747266
4,12,48,284,10000,27,394.7195064
5,9,41,278,1100,93,20.03674631
3,8,24,271,10000,86,698.0102986
4,15,41,286,10000,22,309.6929841
4,14,41,278,10000,88,790.4134238
3,8,48,274,10000,50,312.0208992
5,13,12,287,10000,22,28.09683882
3,10,48,275,10000,88,39.95332587
4,13,22,285,10000,23,72.53354985
1,11,18,277,10000,93,258.1322525
3,12,47,283,10000,29,37.09832884
1,19,48,277,10000,69,16.91927068
1,15,24,282,10000,26,12.67910575
1,8,41,276,10000,86,131.8385047
1,14,41,280,10000,52,430.4289147
2,10,48,277,10000,92,15.34666604
2,12,47,277,10000,92,826.2192699
1,13,31,281,10000,65,30.54660311
3,15,18,279,10000,48,1580.351049
3,17,12,280,10000,45,471.8876234
1,19,41,281,10000,61,561.4923461
1,16,34,285,10000,46,32.29907565
3,14,18,285,10000,23,1547.165591
4,7,41,275,10000,74,142.580081
4,14,59,286,10000,24,551.8737079
2,18,41,278,10000,44,389.937916
2,14,59,277,10000,51,1994.118688
3,15,41,285,10000,23,332.5649614
1,15,59,286,10000,47,902.1562361
2,10,18,277,10000,92,1107.756231
5,8,128,277,1200,100,1198.195536
1,14,128,281,10000,85,731.4876712
2,11,31,278,10000,60,482.7676559
1,8,47,277,10000,93,1181.111566
5,8,11,270,10000,79,466.7702053
3,17,12,277,10000,64,865.3504843
4,9,128,274,10000,74,1145.131084
5,16,28,288,10000,21,834.7644345
2,9,41,271,10000,79,158.9549184
2,8,59,274,10000,74,2004.391084
1,10,18,276,10000,82,27.00988478
5,19,41,277,10000,93,25.32673766
4,18,41,286,10000,24,406.6163373
2,16,59,278,10000,77,528.2415645
2,19,41,274,10000,93,30.58272512
4,13,34,276,10000,64,102.9180951
4,19,12,276,10000,55,350.810539
3,17,41,277,10000,64,1254.911333
3,15,26,285,10000,23,70.54382579
4,15,12,278,10000,52,1518.091026
4,19,47,286,10000,24,662.9062466
5,11,95,282,10000,34,220.3955197
2,12,47,275,10000,69,26.57900131
2,13,95,276,10000,64,22.39286026
2,19,11,274,10000,93,473.5916303
3,9,18,275,10000,51,94.36578169
5,12,26,285,10000,27,948.3588767
1,16,12,285,10000,46,456.3560412
3,7,31,271,10000,79,867.635446
4,17,12,286,10000,24,843.9182209
3,12,31,276,10000,69,195.8011234
1,9,41,277,9000,86,22.17648733
5,9,11,278,1100,93,40.35632407
2,11,48,278,10000,60,1630.157907
3,13,18,279,10000,52,92.90242337
4,16,20,278,10000,48,10.34054162
5,9,41,272,10000,63,596.3318558
3,15,48,285,10000,23,87.36729955
2,11,41,275,10000,74,1084.939959
3,7,22,274,10000,55,23.90334315
3,9,128,273,10000,80,299.016064
1,8,22,277,10000,93,132.3173295
1,13,59,279,10000,60,1210.916135
3,13,24,284,10000,25,271.3191356
3,19,12,279,10000,52,49.66849303
4,19,18,279,10000,70,2.565010504
1,18,41,278,10000,68,315.2898009
4,10,24,274,10000,74,1201.106617
2,17,59,278,10000,77,833.0573917
5,12,18,285,10000,27,1124.387319
5,11,28,274,10000,50,142.180815
2,13,22,275,10000,69,91.01191082
2,12,59,276,10000,69,1708.992107
1,10,26,279,9000,81,267.4099179
5,10,59,276,9000,93,1066.109394
1,9,26,273,10000,57,51.51182619
1,18,47,284,10000,53,1307.082937
5,13,20,287,10000,22,287.8721899
5,18,24,283,10000,61,834.4866753
2,15,24,273,550,73,70.04455986
2,13,48,282,10000,31,7.223821394
2,9,18,277,10000,88,55.23023636
3,10,48,279,10000,38,63.60480758
2,13,63,277,10000,64,9.562110178
1,17,26,282,10000,24,1583.300216
4,16,128,287,10000,22,815.3778701
5,9,47,272,10000,63,229.6240737
4,10,11,279,10000,38,399.159217
5,16,95,278,10000,44,83.12608634
1,7,47,275,10000,86,9.654037621
1,17,18,282,10000,45,243.880983
1,8,47,277,10000,93,828.0920192
4,19,48,279,10000,70,26.35715744
3,9,128,274,10000,86,1286.778099
2,18,26,274,9000,99,272.9382717
5,18,12,283,10000,61,153.8631461
5,17,63,284,10000,57,337.6336201
1,9,47,276,10000,86,11.90671831
2,12,41,276,10000,69,39.1729775
1,9,41,273,10000,57,53.95716792
1,11,18,277,10000,93,10.78174123
4,12,128,276,10000,100,820.7755755
1,12,11,280,10000,81,6.43602508
5,19,128,277,10000,93,997.9855465
5,19,18,277,10000,93,1511.872809
2,13,41,282,10000,31,363.6153531
1,9,18,277,9000,86,44.1855231
5,18,31,277,10000,44,532.4768786
3,8,48,273,10000,80,174.4888566
3,12,34,276,10000,69,65.72821204
4,16,28,278,10000,48,3.243120951
2,19,24,274,10000,93,4.299426689
1,11,12,277,10000,64,304.2255208
2,11,47,278,10000,60,163.0541311
4,7,48,275,10000,74,1016.198215
3,17,24,286,10000,24,930.8837167
1,12,41,279,10000,48,33.08423625
4,14,31,286,10000,24,549.9373196
2,11,26,279,10000,41,306.8712543
4,9,41,276,10000,47,95.63052676
1,19,128,281,10000,61,1243.660924
3,16,95,277,10000,55,18.56731539
2,11,48,275,10000,74,351.5002324
2,8,47,277,10000,69,182.8972558
3,13,26,279,10000,52,503.6613719
3,18,47,280,10000,48,380.2907663
2,12,18,281,10000,36,8.925432805
4,11,46,276,10000,100,925.8957902
5,10,95,276,9000,93,467.4064943
3,9,48,275,10000,51,64.49887655
2,11,26,278,10000,60,47.22036295
3,11,24,282,10000,29,817.1215391
1,10,59,275,10000,80,847.4897133
1,17,47,282,10000,24,2732.344743
3,8,34,271,10000,86,501.0346681
1,15,18,282,10000,49,4.63046855
1,12,41,279,10000,48,305.4971866
3,17,31,277,10000,64,635.2660426
1,17,18,286,10000,43,1646.346696
2,16,34,273,4200,99,619.475589
2,14,18,283,10000,25,5.608418734
4,17,31,280,10000,65,755.7839442
1,17,48,282,10000,45,521.8993211
2,12,26,277,10000,92,512.5574674
2,12,24,281,10000,36,611.5935853
2,12,59,276,10000,69,595.2842142
1,7,18,275,10000,86,129.6226339
4,13,26,276,10000,64,441.7331764
3,9,48,273,10000,80,297.716822
3,14,47,279,10000,52,1205.73784
1,14,18,280,10000,52,555.976964
2,14,41,279,10000,60,1478.137389
1,10,47,275,10000,80,655.1063395
4,13,12,285,10000,23,10.27496444
1,10,18,277,10000,93,1.074070287
5,19,26,282,10000,66,189.7135317
3,8,47,271,10000,86,261.891697
2,19,63,274,10000,93,1990.29455
5,9,41,272,10000,63,1176.633293
2,9,12,271,10000,79,52.33897576
4,8,18,274,10000,80,388.9825637
1,14,48,281,10000,31,175.3817798
1,13,24,281,10000,65,156.4284255
5,13,28,287,10000,22,348.9524545
5,14,48,277,10000,44,614.4972714
2,9,26,274,10000,74,49.54185585
3,15,128,277,10000,60,256.8356363
5,17,41,288,10000,19,1695.894556
5,9,128,272,10000,63,10.49539668
2,14,26,277,10000,51,325.1305964
2,17,63,274,10000,99,1487.275146
4,19,20,286,10000,24,985.2599379
5,19,41,282,10000,66,1187.555635
3,8,11,271,10000,86,201.2740042
2,16,41,273,4200,99,311.5777926
1,19,26,277,10000,69,568.9008169
1,18,41,284,10000,53,659.2166138
3,9,47,275,10000,51,166.7763266
4,17,48,286,10000,24,744.5454527
3,11,48,276,10000,74,395.4416993
2,10,47,277,10000,92,23.66004001
5,10,47,278,3200,100,27.38583058
5,12,41,278,10000,80,10.19306284
3,7,46,274,10000,86,1678.963632
5,14,41,288,10000,22,229.5353322
1,16,128,282,10000,45,360.1916143
1,7,18,275,10000,86,4.963945137
4,9,41,274,10000,74,520.5408612
1,14,48,280,10000,52,101.1494947
5,11,24,274,10000,50,634.512335
1,15,34,282,10000,49,113.9730971
3,18,41,277,10000,69,236.7432802
5,13,18,278,10000,80,2.216286846
2,16,12,278,10000,44,407.7989015
1,10,12,279,9000,81,153.6586673
1,15,18,281,10000,45,1.711470423
5,12,47,281,10000,87,18.77584041
5,19,47,277,10000,93,969.912386
5,13,128,287,10000,22,163.0872371
2,18,48,277,10000,69,293.8075234
5,7,41,277,3100,93,176.1377286
3,10,95,275,10000,69,191.1067591
1,11,128,277,10000,64,400.0709978
2,14,46,277,10000,51,4.159856336
5,10,59,276,9000,93,89.69175252
2,18,18,278,10000,44,162.5557899
1,17,28,282,10000,45,1182.251524
3,10,128,279,10000,38,70.94227134
1,16,63,280,10000,56,590.3633697
3,10,18,279,10000,38,214.7852109
5,10,47,278,3200,100,91.1814371
1,17,12,282,10000,45,549.0359528
5,13,20,287,10000,22,1028.725934
4,16,95,279,10000,71,741.6049198
2,11,18,275,10000,74,577.5225912
1,9,46,277,9000,93,22.5314885
5,15,18,287,10000,20,560.242497
5,15,48,287,10000,20,348.0795677
4,17,63,280,10000,65,1037.603131
1,9,31,277,9000,86,294.164983
5,18,47,277,10000,44,2637.027094
2,9,48,271,10000,79,43.44480301
2,18,41,274,9000,99,1362.196542
2,17,59,278,10000,41,1316.31733
3,11,128,275,10000,69,654.942734
2,11,46,275,10000,74,1932.076775
2,14,28,276,10000,59,25.37100324
5,19,20,277,10000,93,70.15930483
1,8,18,277,10000,93,6.025213615
3,12,48,276,10000,69,250.7531293
3,12,95,279,10000,60,553.8577683
2,17,41,274,10000,99,1243.318181
4,19,47,279,10000,70,24.48760273
3,14,11,276,10000,64,3125.644327
4,15,18,279,10000,70,1815.378243
4,9,46,276,10000,47,29.00984115
4,17,41,286,10000,24,1008.712109
5,13,48,287,10000,22,395.3861411
5,12,18,281,10000,87,83.08926886
5,12,20,278,10000,80,705.9257323
1,7,34,271,10000,86,57.23449052
5,12,34,275,10000,47,86.52918863
4,9,12,275,10000,93,1692.753525
1,18,48,282,10000,24,3112.11396
1,16,22,285,10000,46,325.0437649
1,13,24,283,10000,61,297.8214868
2,8,20,277,10000,69,92.62241092
1,15,95,281,10000,45,760.9028306
1,11,41,278,10000,82,249.8831579
2,15,47,277,10000,80,401.1256648
3,14,59,279,10000,52,1170.276234
3,10,47,279,10000,38,675.4753463
3,14,63,285,10000,23,1152.807811
1,13,26,279,10000,60,737.4621674
5,19,18,287,10000,20,409.9974485
4,15,128,286,10000,22,1425.479845
4,12,18,276,10000,100,2150.93842
1,13,12,279,10000,60,142.7079954
1,11,46,278,10000,82,605.1347547
3,8,48,274,10000,50,299.7026464
3,14,59,285,10000,23,1225.192476
3,11,41,282,10000,29,394.5756081
2,16,128,278,10000,44,1417.858576
5,16,41,285,10000,54,500.0219524
3,14,48,276,10000,64,20.15000302
1,8,26,276,10000,86,294.6311122
2,11,34,278,10000,60,20.34984117
2,13,48,276,10000,64,1373.965113
3,10,59,275,10000,88,6.234727073
4,11,18,274,10000,74,550.2086072
1,10,34,279,9000,81,25.54306482
4,18,48,280,10000,65,413.8534971
3,13,46,276,10000,69,1847.168885
2,13,34,277,10000,64,21.98157072
3,9,12,273,10000,80,874.5206333
1,9,48,273,10000,57,190.2373091
4,7,48,275,10000,74,616.0176435
2,15,20,277,10000,80,1978.155692
5,10,31,273,10000,75,322.1929047
4,8,59,275,10000,51,2462.460698
1,16,11,285,10000,46,167.9088225
1,13,20,281,10000,65,277.6892681
5,15,24,277,10000,44,741.3898051
2,13,48,277,10000,64,876.7457601
5,15,63,277,10000,44,720.0413224
5,17,95,284,10000,57,222.6467331
2,8,24,277,10000,69,73.39560798
1,14,26,285,10000,54,92.08249214
3,17,24,277,10000,64,897.6885103
2,17,41,274,10000,99,1359.045643
4,14,11,278,10000,88,460.9051619
1,9,12,276,10000,86,219.6138476
5,10,18,276,9000,93,46.59940466
3,16,18,277,10000,64,591.7076545
1,8,47,276,10000,86,124.8912724
5,14,128,288,10000,22,432.7649795
5,18,95,277,10000,44,1199.72432
1,14,11,280,10000,52,468.8357368
4,7,12,274,10000,83,1.915247581
3,18,24,280,10000,48,838.0095565
1,9,95,276,10000,86,335.5155132
3,16,11,277,10000,64,420.1204018
4,12,47,276,10000,100,54.98048917
4,18,48,286,10000,24,10.68939416
5,11,12,279,7000,93,498.2160571
1,8,31,275,8000,93,504.4660749
1,12,26,280,10000,81,143.3817834
5,17,18,284,10000,57,217.224347
3,8,22,273,10000,80,28.95635528
5,16,12,285,10000,54,804.8853581
4,13,95,277,10000,88,2.549149758
5,10,48,276,9000,93,31.10576443
4,17,12,280,10000,65,858.8130676
3,7,48,274,10000,55,24.41591168
1,16,47,282,10000,45,426.3595706
2,17,47,278,10000,41,1353.955969
5,10,47,279,10000,41,449.160797
2,13,48,277,10000,64,371.3037473
2,11,59,274,10000,74,1421.318248
1,10,31,275,10000,80,584.5059288
5,18,18,287,10000,20,351.1646149
4,10,26,274,10000,74,271.4182072
5,19,12,287,10000,20,478.8533607
3,8,18,271,10000,86,79.13174574
4,15,28,278,10000,52,169.5349862
2,11,12,275,10000,74,1698.319776
2,7,48,277,10000,69,214.2480404
5,16,41,278,10000,44,965.2780964
4,11,20,282,10000,34,133.8052321
2,11,31,278,10000,60,2066.707357
3,9,24,275,10000,51,710.24333
3,16,48,279,10000,48,241.4646971
5,13,12,276,10000,47,2189.323898
4,17,48,286,10000,24,451.5060593
2,19,12,278,10000,48,215.6639127
5,14,24,279,10000,75,342.6363656
4,9,48,274,10000,74,410.0716542
5,12,34,278,10000,80,246.6072236
5,11,48,274,10000,50,7.135952355
5,15,18,277,10000,44,479.7521164
2,16,48,273,4200,99,131.4939213
3,15,18,279,10000,48,1995.686623
2,12,63,275,10000,69,64.00610729
3,13,12,279,10000,52,480.16927
3,16,47,279,10000,48,661.2104271
5,11,47,277,10000,86,27.10598107
4,18,11,280,10000,65,419.9614825
5,11,47,279,7000,93,681.6789525
5,13,48,278,10000,80,16.21254754
2,13,59,277,10000,64,1612.702206
5,14,47,277,10000,44,102.2083753
3,16,41,277,10000,64,182.7410288
5,9,48,272,10000,63,596.7140767
3,17,20,277,10000,64,1930.152379
4,15,34,279,10000,70,16.59440767
2,13,41,275,10000,69,668.1767422
1,12,26,279,10000,82,156.2085252
2,17,41,278,10000,77,1949.597255
3,18,48,280,10000,48,67.83962406
5,9,41,272,10000,63,1696.357316
1,17,95,282,10000,24,316.80623
2,13,31,282,10000,31,16.23532384
1,9,12,276,10000,86,566.0937768
5,19,12,282,10000,66,2646.756053
5,19,59,282,10000,66,500.2934378
3,15,24,285,10000,23,17.83369111
3,13,18,279,10000,52,550.9512335
4,15,24,278,10000,52,48.16373721
2,7,12,277,10000,69,72.94997803
5,9,48,272,10000,63,55.98848938
1,15,48,282,10000,26,7.211334226
3,10,47,275,10000,69,532.9316219
1,9,22,277,9000,93,44.96807585
5,7,20,277,3100,93,918.2446302
3,10,41,275,10000,88,206.4416242
1,19,47,281,10000,61,40.00112045
3,11,48,282,10000,29,10.42647197
5,17,48,288,10000,19,150.6846592
3,12,28,276,10000,69,196.2098338
3,16,48,277,10000,55,167.0224895
3,10,22,275,10000,69,17.70893235
2,9,41,271,10000,79,125.443409
3,18,28,277,10000,69,230.4883577
3,14,12,279,10000,52,1194.423117
4,12,12,275,10000,69,2023.473576
5,14,47,279,10000,75,307.271141
3,13,63,276,10000,69,1770.124494
4,15,41,278,10000,52,150.3505993
4,8,48,275,10000,51,604.802757
1,17,20,282,10000,45,1930.198977
3,8,12,271,10000,86,1571.448211
5,12,28,278,10000,80,352.6227078
5,15,24,287,10000,20,776.8741756
1,15,28,282,10000,49,16.32058991
2,9,48,274,10000,74,789.7781389
4,10,48,274,10000,74,1871.703966
3,7,28,271,10000,79,3.020076709
2,9,47,277,10000,88,379.0992427
1,13,18,281,10000,65,420.1146096
2,12,22,276,10000,69,82.65801105
4,16,128,279,10000,71,1201.790712
2,16,26,273,4200,99,1183.575503
1,10,63,275,10000,80,1223.641294
4,17,48,277,10000,51,363.1113196
3,17,48,286,10000,24,72.94818659
2,17,11,274,10000,99,245.7628072
3,10,48,275,10000,69,27.1652673
2,11,24,274,10000,74,733.4784558
2,12,31,277,10000,92,18.81755549
5,16,24,288,10000,21,1907.593167
3,14,47,279,10000,52,379.4127042
2,14,47,277,10000,51,13.88718783
4,16,41,287,10000,22,549.1085375
1,16,48,285,10000,46,38.59700757
3,14,128,279,10000,52,12.47089963
2,15,47,273,550,73,303.8649623
5,15,22,277,10000,44,154.3704286
4,13,47,276,10000,64,17.28917483
5,14,20,285,10000,62,51.57285245
4,14,48,286,10000,24,37.77017265
3,14,12,279,10000,52,7.84926054
2,7,24,277,10000,69,450.9882421
3,11,59,275,10000,69,886.6882535
2,17,48,278,10000,77,475.4798741
5,17,47,277,10000,44,59.0679917
3,19,47,276,10000,74,20.39386097
5,16,12,288,10000,21,81.26422689
4,17,95,280,10000,65,8.274089148
5,8,12,270,10000,79,140.7789641
3,17,41,280,10000,45,113.2067504
2,19,12,278,10000,48,76.37136117
5,8,12,277,1200,100,705.3930041
1,14,47,280,10000,52,1959.583343
2,12,47,275,10000,69,358.0827429
3,19,22,276,10000,74,638.2920523
4,17,41,280,10000,65,493.329118
3,13,95,276,10000,69,1289.955228
1,15,26,282,10000,26,99.47153626
1,15,48,281,10000,45,46.77334091
1,15,12,282,10000,26,48.18824454
1,8,22,277,10000,93,102.5241882
4,18,48,277,10000,51,54.48483891
5,19,18,282,10000,66,284.0624822
5,10,46,276,9000,93,1102.931499
1,19,12,277,10000,69,617.2992388
1,18,48,284,10000,53,136.202114
5,19,26,287,10000,20,462.3479717
2,9,31,274,10000,74,2777.001342
2,9,46,277,10000,88,501.7242748
4,13,18,285,10000,23,7.337092177
4,19,31,279,10000,70,2.976490335
2,15,28,277,10000,80,1196.571487
5,16,34,278,10000,44,341.814102
3,13,28,276,10000,69,682.8729312
4,9,48,275,10000,93,106.5467608
1,17,24,286,10000,43,896.9006743
3,15,47,279,10000,48,1080.370441
5,14,22,277,10000,44,151.8110406
2,9,18,271,10000,79,83.58140511
1,14,46,281,10000,85,1685.295995
2,16,47,278,10000,44,520.0715493
1,10,34,275,10000,80,194.2977221
1,8,12,271,10000,86,1473.745652
5,12,20,285,10000,27,11.15641233
5,13,48,278,10000,80,187.1634412
4,16,26,287,10000,22,450.6508998
2,7,18,277,10000,69,1049.69003
1,9,41,277,9000,93,1110.05712
3,13,34,279,10000,52,13.68880091
4,13,28,277,10000,88,257.4964513
1,9,128,276,10000,86,366.3113626
1,8,47,275,8000,93,473.0576459
2,17,11,274,10000,99,509.9469834
3,13,48,276,10000,69,14.49684071
2,18,63,277,10000,69,2566.476952
4,15,48,278,10000,52,425.7591559
2,9,24,274,10000,74,11.89838902
3,13,41,276,10000,69,118.840869
3,13,46,276,10000,69,2249.064559
3,12,18,283,10000,29,280.830807
3,9,24,273,10000,80,1084.904462
2,13,47,277,10000,64,1437.903938
1,14,18,285,10000,54,139.1338251
5,12,128,278,10000,80,1173.286445
1,18,41,278,10000,68,1340.082296
2,11,41,279,10000,41,461.6492797
1,14,18,285,10000,54,114.6829795
3,12,11,283,10000,29,214.7710694
3,15,41,285,10000,23,277.2794996
1,10,47,277,10000,93,14.63205198
1,18,48,282,10000,24,34.49484209
5,14,48,288,10000,22,266.555089
2,12,128,277,10000,92,493.2874991
5,9,41,276,8000,86,350.253679
1,11,11,278,10000,82,449.2619767
5,11,46,279,7000,93,1557.005989
3,18,18,286,10000,24,20.13613253
2,16,47,278,10000,44,923.3392008
2,9,18,271,10000,79,293.8483497
3,19,48,285,10000,23,17.51446901
3,10,41,275,10000,88,1252.329891
4,11,28,274,10000,74,53.83953088
5,16,28,288,10000,21,397.787531
2,11,20,274,10000,74,478.4130942
5,12,128,275,10000,47,583.5915005
1,16,18,285,10000,46,6.256372991
4,18,128,280,10000,65,1144.701772
3,18,24,277,10000,69,211.1858269
4,17,26,277,10000,51,96.74610234
4,15,18,278,10000,52,89.92918668
4,14,41,286,10000,24,3.227800131
4,9,26,274,10000,74,36.84712751
3,16,48,286,10000,24,359.8475603
5,18,18,283,10000,61,12.55947708
2,13,20,282,10000,31,394.2797794
3,12,63,279,10000,60,51.35315198
1,19,18,281,10000,61,28.06731218
3,19,41,279,10000,52,52.81773742
1,15,12,282,10000,49,1458.965255
4,9,18,275,10000,93,68.24738715
5,18,11,277,10000,44,408.6778673
2,12,24,277,10000,92,371.1429029
4,12,24,276,10000,100,7.229433583
1,18,41,278,10000,68,1966.829902
5,14,46,279,10000,75,1113.29328
5,9,59,276,8000,86,209.9345954
5,14,18,288,10000,22,230.9970696
1,14,28,285,10000,54,4.089937804
2,8,34,277,10000,69,29.50747282
1,19,48,277,10000,69,191.0325611
3,9,11,273,10000,80,1368.959905
1,15,22,281,10000,45,1052.621642
2,16,12,273,4200,99,361.4036545
3,17,24,277,10000,64,826.0673568
3,18,18,277,10000,69,383.0793967
5,9,24,272,10000,63,801.7795372
4,7,128,275,10000,74,161.5584009
3,17,48,277,10000,64,606.4481995
2,12,95,275,10000,69,340.6538575
1,10,95,279,9000,81,292.0063007
3,10,26,275,10000,88,685.8265228
4,14,20,286,10000,24,764.3722403
1,7,11,275,10000,86,453.2565379
5,13,63,276,10000,47,1280.932096
1,9,59,276,10000,86,59.12236215
2,11,48,279,10000,41,337.9094942
4,11,47,276,10000,100,236.9337227
1,11,28,277,10000,64,54.7677118
3,18,48,286,10000,24,941.7004281
1,12,47,279,10000,82,109.5322969
4,14,47,278,10000,88,91.73058995
3,10,128,275,10000,69,235.3901904
1,15,22,286,10000,47,118.0189332
4,10,95,274,10000,74,217.1812965
1,13,47,283,10000,61,681.6203597
3,19,34,276,10000,74,346.6140644
5,11,41,282,10000,34,514.0784167
1,13,12,283,10000,61,772.5343063
3,16,20,286,10000,24,1032.250478
4,16,28,287,10000,22,134.9022233
1,10,18,279,9000,81,406.9539275
2,9,63,271,10000,79,1324.643642
4,17,34,286,10000,24,714.0891823
3,8,20,274,10000,50,721.0587187
4,12,128,275,10000,69,569.5959573
1,13,63,281,10000,65,618.2954336
1,18,46,284,10000,53,388.1697928
4,7,26,275,10000,74,1286.500794
4,19,18,279,10000,70,1.663400798
5,12,28,281,10000,87,3.475202508
4,14,41,277,10000,55,19.26882545
4,17,47,280,10000,65,1963.464314
1,10,12,276,10000,82,61.67609562
4,14,47,286,10000,24,689.4628616
5,7,28,270,10000,73,54.27177896
1,16,31,285,10000,46,317.3105788
2,9,63,277,10000,88,832.3518672
2,14,34,277,10000,51,490.7486182
2,11,128,275,10000,74,907.6244721
3,14,31,279,10000,52,77.58531685
3,13,22,276,10000,69,143.8699885
1,17,12,278,10000,60,296.7070265
5,14,31,277,10000,44,1213.576913
5,9,12,278,1100,93,2394.257406
1,12,18,279,10000,82,9.661969699
1,9,28,273,10000,57,20.15671111
2,18,18,274,9000,99,1808.237738
4,18,31,286,10000,24,711.2679685
5,8,41,270,10000,79,829.0719906
5,9,41,275,10000,64,11.98104523
3,17,47,277,10000,64,1076.596996
3,14,26,276,10000,64,3516.712755
4,13,41,277,10000,88,993.6698605
5,15,18,277,10000,44,5.068158026
3,11,41,275,10000,69,1163.730952
4,16,128,279,10000,71,256.4016282
1,11,18,277,10000,93,110.7055078
4,13,24,276,10000,64,28.83971226
1,13,12,283,10000,61,582.9338071
1,14,48,280,10000,52,284.7815894
3,11,18,275,10000,69,260.7783816
3,15,63,285,10000,23,3.008115962
5,19,41,287,10000,20,26.09909303
1,10,47,275,10000,80,456.3722057
4,9,18,274,10000,74,56.17202128
1,18,12,282,10000,24,63.84594655
4,9,59,275,10000,93,2253.293201
1,15,20,286,10000,47,718.4675066
5,19,46,277,10000,48,2796.320613
5,15,48,277,10000,44,301.4478261
2,9,128,277,10000,88,449.8432536
5,12,46,281,10000,87,2104.400553
1,11,41,277,10000,93,228.6293493
4,19,47,286,10000,24,11.36926991
4,12,28,276,10000,100,683.0825726
4,12,48,284,10000,27,206.9952221
2,13,41,277,10000,64,429.7220545
4,11,48,276,10000,100,170.0820378
5,9,12,272,10000,63,546.8651162
3,16,46,286,10000,24,0.782856522
1,13,46,279,10000,60,1565.134681
5,19,63,287,10000,20,522.0238334
1,16,48,282,10000,45,6.365622338
1,17,41,278,10000,60,926.4809815
2,14,11,283,10000,25,281.4602482
4,11,26,276,10000,100,12.98151249
5,8,34,271,10000,68,350.1650727
4,16,48,279,10000,71,8.784465258
2,19,46,278,10000,48,1049.634176
5,16,18,285,10000,54,34.83905551
1,19,48,281,10000,61,11.99833445
5,12,48,275,10000,47,301.39082
4,9,18,276,10000,47,5.517693094
5,13,47,278,10000,80,3065.353327
5,11,28,279,7000,93,433.0954329
5,17,34,288,10000,19,1732.778519
5,11,18,282,10000,34,8.628151089
5,7,18,277,3100,93,189.8180895
3,9,95,275,10000,51,368.1762093
2,9,46,271,10000,79,783.5075311
3,8,128,271,10000,86,692.0000909
5,10,48,278,3200,100,67.1921967
4,14,18,277,10000,55,2048.796965
5,12,31,281,10000,87,104.1076251
1,18,18,284,10000,53,88.00020775
4,17,46,280,10000,65,1718.84314
2,17,18,278,10000,41,180.0926856
